year,day, t_mean, t_max, t_min, I, nee
2.013e+03,2.990e+02,1.465e+01,1.541e+01,1.290e+01,2.396e+00,4.646e+00
2.013e+03,3.000e+02,1.279e+01,1.480e+01,1.070e+01,6.237e+00,1.990e+00
2.013e+03,3.010e+02,1.219e+01,1.556e+01,8.700e+00,8.657e+00,nan
2.013e+03,3.020e+02,8.510e+00,1.188e+01,5.890e+00,9.651e+00,nan
2.013e+03,3.030e+02,8.610e+00,1.311e+01,2.100e+00,6.560e+00,nan
2.013e+03,3.040e+02,1.176e+01,1.254e+01,1.024e+01,2.542e+00,3.354e+00
2.013e+03,3.050e+02,1.161e+01,1.316e+01,1.034e+01,3.197e+00,2.379e+00
2.013e+03,3.060e+02,1.040e+01,1.372e+01,7.070e+00,5.082e+00,1.209e+00
2.013e+03,3.070e+02,8.279e+00,1.050e+01,6.600e+00,5.807e+00,6.726e-01
2.013e+03,3.080e+02,7.105e+00,1.224e+01,3.580e+00,8.194e+00,nan
2.013e+03,3.090e+02,8.254e+00,1.137e+01,2.870e+00,3.710e+00,nan
2.013e+03,3.100e+02,1.196e+01,1.536e+01,8.760e+00,3.414e+00,1.471e+00
2.013e+03,3.110e+02,9.781e+00,1.418e+01,7.120e+00,3.661e+00,1.514e+00
2.013e+03,3.120e+02,6.290e+00,9.570e+00,4.350e+00,2.111e+00,1.832e+00
2.013e+03,3.130e+02,4.614e+00,6.500e+00,2.710e+00,2.019e+00,nan
2.013e+03,3.140e+02,4.969e+00,8.860e+00,6.100e-01,7.520e+00,-3.648e-01
2.013e+03,3.150e+02,9.030e+00,1.275e+01,2.600e-01,1.325e+00,3.634e+00
2.013e+03,3.160e+02,9.613e+00,1.275e+01,3.530e+00,4.565e+00,1.137e+00
2.013e+03,3.170e+02,4.699e+00,1.004e+01,-1.130e+00,6.536e+00,nan
2.013e+03,3.180e+02,7.286e+00,8.960e+00,3.940e+00,4.905e+00,3.479e-01
2.013e+03,3.190e+02,4.433e+00,8.760e+00,9.200e-01,6.398e+00,-9.983e-01
2.013e+03,3.200e+02,3.710e+00,9.270e+00,-1.840e+00,4.929e+00,nan
2.013e+03,3.210e+02,7.335e+00,8.450e+00,6.250e+00,1.340e+00,nan
2.013e+03,3.220e+02,7.344e+00,9.780e+00,5.220e+00,2.545e+00,nan
2.013e+03,3.230e+02,2.819e+00,5.120e+00,-8.700e-01,5.942e+00,8.688e-01
2.013e+03,3.240e+02,2.832e+00,7.170e+00,-2.200e+00,1.936e+00,nan
2.013e+03,3.250e+02,4.519e+00,7.120e+00,2.710e+00,1.940e+00,nan
2.013e+03,3.260e+02,3.479e+00,7.010e+00,8.700e-01,3.896e+00,nan
2.013e+03,3.270e+02,3.977e+00,6.660e+00,1.540e+00,5.151e+00,nan
2.013e+03,3.280e+02,5.161e+00,7.270e+00,3.530e+00,2.105e+00,nan
2.013e+03,3.290e+02,4.575e+00,6.140e+00,3.330e+00,2.862e+00,nan
2.013e+03,3.300e+02,3.646e+00,6.250e+00,-4.100e-01,5.237e+00,nan
2.013e+03,3.310e+02,7.223e+00,9.270e+00,4.610e+00,1.915e+00,nan
2.013e+03,3.320e+02,7.960e+00,8.760e+00,7.010e+00,9.786e-01,nan
2.013e+03,3.330e+02,7.721e+00,9.220e+00,6.350e+00,1.934e+00,nan
2.013e+03,3.340e+02,5.444e+00,7.270e+00,2.050e+00,2.355e+00,1.237e+00
2.013e+03,3.350e+02,4.627e+00,8.350e+00,0.000e+00,1.472e+00,nan
2.013e+03,3.360e+02,6.637e+00,8.550e+00,4.920e+00,2.092e+00,nan
2.013e+03,3.370e+02,4.932e+00,5.630e+00,3.890e+00,7.663e-01,2.317e+00
2.013e+03,3.380e+02,4.951e+00,7.830e+00,-7.700e-01,1.636e+00,nan
2.013e+03,3.390e+02,4.881e+00,9.880e+00,-1.840e+00,2.490e+00,2.935e+00
2.013e+03,3.400e+02,5.249e+00,7.990e+00,2.000e+00,4.553e+00,nan
2.013e+03,3.410e+02,6.750e+00,8.500e+00,4.660e+00,1.599e+00,1.812e+00
2.013e+03,3.420e+02,7.389e+00,1.065e+01,4.250e+00,2.547e+00,9.378e-01
2.013e+03,3.430e+02,6.617e+00,1.091e+01,6.100e-01,4.142e+00,1.759e+00
2.013e+03,3.440e+02,2.277e+00,8.350e+00,-2.360e+00,2.453e+00,nan
2.013e+03,3.450e+02,1.166e+00,3.740e+00,-1.080e+00,2.642e+00,nan
2.013e+03,3.460e+02,5.392e+00,9.060e+00,-1.280e+00,1.778e+00,2.941e+00
2.013e+03,3.470e+02,9.519e+00,1.101e+01,7.010e+00,1.242e+00,3.547e+00
2.013e+03,3.480e+02,7.615e+00,1.080e+01,3.020e+00,2.330e+00,1.981e+00
2.013e+03,3.490e+02,1.056e+01,1.183e+01,7.480e+00,6.389e-01,4.499e+00
2.013e+03,3.500e+02,1.042e+01,1.193e+01,6.550e+00,6.960e-01,3.623e+00
2.013e+03,3.510e+02,4.576e+00,6.200e+00,3.430e+00,1.641e+00,2.085e+00
2.013e+03,3.520e+02,7.520e+00,9.630e+00,4.200e+00,1.350e+00,3.800e+00
2.013e+03,3.530e+02,5.745e+00,9.060e+00,2.200e+00,3.819e+00,1.689e+00
2.013e+03,3.540e+02,6.305e+00,1.004e+01,1.590e+00,3.785e+00,1.810e+00
2.013e+03,3.550e+02,1.013e+01,1.137e+01,8.760e+00,4.861e-01,3.154e+00
2.013e+03,3.560e+02,7.728e+00,9.730e+00,4.510e+00,3.641e+00,1.950e+00
2.013e+03,3.570e+02,8.587e+00,1.075e+01,4.710e+00,2.975e-01,4.562e+00
2.013e+03,3.580e+02,7.461e+00,1.075e+01,4.200e+00,1.782e+00,2.587e+00
2.013e+03,3.590e+02,3.680e+00,5.580e+00,2.820e+00,1.815e+00,nan
2.013e+03,3.600e+02,2.824e+00,7.730e+00,-1.080e+00,3.186e+00,nan
2.013e+03,3.610e+02,8.689e+00,1.070e+01,6.810e+00,1.410e+00,1.964e+00
2.013e+03,3.620e+02,5.024e+00,7.730e+00,1.080e+00,3.379e+00,nan
2.013e+03,3.630e+02,3.688e+00,7.940e+00,5.000e-02,4.244e+00,nan
2.013e+03,3.640e+02,7.981e+00,9.570e+00,4.920e+00,1.948e+00,2.600e+00
2.013e+03,3.650e+02,7.457e+00,1.004e+01,3.940e+00,6.870e-01,3.778e+00
